Link,iFrame,MouseOver
https://www.jimrex.com,1,None
https://www.tz.net,0,1
http://kbstitchdesigns.com/i/successful(1).htm,1,1
http://login-microsoft-0nline.ts.r.appspot.com/index.php,1,1
http://nabihdent.com/tw5/enn/3280d8bfdf5592f411fbf7c003316512/Up-dating.php?log=ScsPage,1,1
https://www.globusmagazin.mk,1,None
https://www.www2.usa-gymnastics.org,1,None
https://www.cdn.solcredito.com,1,None
https://www.smallpoxbiosafety.org,0,1
https://www.santafetrailnm.org,1,None
https://www.wawasandigital.com,1,None
http://www.lawnmela.com/bazz.htm,1,None
https://www.ofrmetals.com,1,None
https://www.ems.devicemax.com,1,None
http://www.gmfs.co.za/js/Gdocs/s/,1,1
http://www.eki-net.con-aeseccees.keiorc.top,1,1
https://storageapi.fleek.co,1,1
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/581d6deb2e3e91e?cmd=_update&dispatch=581d6deb2e3e91efc&locale=_US,1,None
http://livewild.co/cgi/home/auth/Logging_in.php,1,None
http://elexusbettgiris4.blogspot.com,0,1
http://www.i-m.mx/webid/Webid/,0,1
http://secureupdate.appleld.com.duilawyeryork.com/ap/2208bc7770495e0?cmd=_update&dispatch=2208bc7770495e028&locale=_de,1,None
http://pjcm.net/1122//?sec=Christiane%20Tonke,1,1
https://www.dazysahjaipur-45.webselfsite.net,1,None
https://spk-auth.de/home/de,1,None
https://www.secureupdate.appleld.com.duilawyeryork.com/ap/c04fc3cb980d179/?cmd=_update&dispatch=c04fc3cb980d1792f&locale=_US,1,None
https://www.christopherdaileyfoundation.com,0,1
https://www.publicmedia.org,1,None
https://www.auditorypotential.com,1,1
https://www.ripitup.biz,1,1
https://www.adrikyser.com,0,1
https://sites.google.com/site/suportunblockscuritycentre/,0,1
https://www.metaphormonitor.com,1,None
https://olampicoer.blogspot.com/2018/11/vrret.html,0,1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/d1ea26d71340264/?cmd=_update&dispatch=d1ea26d71340264a4&locale=_US,1,None
http://www.aziendaleone.com/moet/GD/,1,1
https://www.smartacademicexperts.com,0,1
https://www.wafflehouse.co.za,0,1
https://www.betterpriorities.org,1,None
https://storageapi.fleek.co,1,1
https://www.wildsafariafrica.com,1,None
http://apple.com.aieuv.cn/mim/t0598zry5c01h7w60ff18955z55j1wq48us00r6uo0394k5384.html,1,None
https://test.bayoucitybadges.org/,1,None
http://www.iqfilms.com/Auth/b89877178a43d44f8ebb4a8e56d6ed52OTI4NzUzNWUyMmU5NTRkYjhiZTM0NmVjZmY0OTU5NTA=/resolution/websc_login/?country.x=US&locale.x=en_US,1,None
https://www.alaskausa.org/verify/update,0,1
https://www.franchettis.com,0,1
https://www.iiee.cl,1,None
https://www.theopalapp.medium.com,1,None
http://www.au-poacy.aeueccaaomceoy.pafzaw.top/AU,1,None
https://www.iced07.org,1,None
https://www.sta-iqe.hqu.edu.cn,1,None
https://hnhkzevk.firebaseapp.com/,1,1
http://www.au-pcany.aeucaaom.lvjtih.top/AU,1,None
http://verification.slashoffers.de/,1,None
https://drive.google.com/file/d/1HdVx7J89H5l7yz39iDGzhQji93JnkL_c/view,0,1
https://www.blog.sebaslab.com,1,None
http://www.vivceviasaivc.vicsvesai.7ld7p9.icu,1,1
http://y9o5m.codesandbox.io/,1,1
https://www.hagityaso.co.il,1,None
https://www.contrabaixobr.com,0,1
https://www.kingnascholing.nl,0,1
https://btconnect-089b9d.webflow.io,1,1
https://www.jerryzli.github.io,1,None
http://littlee.com.au/alibaba/images/,0,1
http://chasebank.com66.henrybakercollege.edu.in/chase.com,1,None
http://www.vivceviacasaivc.visvsai.of6jh4.icu,1,1
https://www.fhxy.hqu.edu.cn,1,None
https://www.jerrypetrowski.com,1,None
https://storageapi.fleek.co,1,1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/fbb27916c164087?cmd=_update&dispatch=fbb27916c16408787&locale=_US,1,None
http://tcfeckne.firebaseapp.com/,1,1
https://www.satsumaim0.hatenablog.com,1,None
https://storageapi.fleek.co,1,1
http://www.m9e4.com/labanquepostale.fr/service-mobile-pass/ac451/,1,None
https://www.airmedical.net,1,None
https://www.thermes-neris.com,1,1
https://www.datingcharts.com,1,1
https://www.manilashopper.com,0,1
https://www.kurtbusch.com,0,1
http://www.au-paccny.aeeauaceaocmeoy.axnnut.top/AU,1,1
https://www.strangersonaplane.co.uk,0,1
http://www.au-pcncy.aeuesaaaomceoy.qynyjk.top/AU,1,None
https://www.luxejewelrychicago.com,0,1
https://sites.google.com/site/ilyasdxih,0,1
https://www.genismo.com,1,None
http://dukhovnist.in.ua/includes/ourtime,1,None
https://storageapi.fleek.co,1,1
https://www.denl.abcdef.wiki,1,None
https://www.gsklub.sk,0,1
https://fy1i0cipn.et.r.appspot.com/,1,1
https://www.hostmy.blog,0,1
https://www.harrycamila.com,1,None
http://happygoluckyhannah.com/wet/index.html?email=REMOVED,1,None
https://exudoswallot.azurewebsites.net,1,1
http://bit.do/fHaNH,0,1
https://storageapi.fleek.co,1,1
https://www.asessuali.it,1,None
http://159.203.115.201/wp-content/plugins/simple-post-series/nkia/paypal-password-reset.php,1,None
https://fgoten-mole.web.app/,1,1
https://www.cicloslasalud.com,0,1
https://www.les-fees-speciales.coop,0,1
https://www.jendevore.rocks,0,1
https://www.arboroutdoors.com,0,1
https://www.crop.fngtps.com,1,None
https://www.theswi.org.uk,0,1
https://www.mkszy.hqu.edu.cn,1,None
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/685c0c8ccf1fa0e/?cmd=_update&dispatch=685c0c8ccf1fa0e85&locale=_US,1,None
https://www.lartisangivre.com,0,1
http://atccn3.it/media/myaccount/signin/?country.x=EU&locale.x=en_EU,1,1
https://storageapi.fleek.co,1,1
https://www.dfwgolfshow.com,0,1
https://www.utrechtinnovatielab.nl,1,1
https://www.nerss.cn,1,None
https://www.temdigital.com.br,0,1
https://www.google.com/url?hl=en&amp;q=http://www.rugbylabelsolutions.co.uk/drama1/secure/management/&amp;source=gmail&amp;ust=1537885316769000&amp;usg=AFQjCNFGOMmK92rOTE4CanjtiDPIn_LZTg,1,1
https://www.toastpr.co.uk,0,1
https://www.secureupdate.appleld.com.duilawyeryork.com/ap/1973e71335b4025/?cmd=_update&dispatch=1973e71335b402598&locale=_US,1,None
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/78816aad8eccc21,1,None
https://www.mathkeisan.com,0,1
http://www.eki-net.con-aesccceea.luqsbb.top,1,1
https://www.eastwestrealm.com,1,None
https://www.affinityproject.org,1,None
https://www.secure-usb-drive-review.toptenreviews.com,1,None
https://docs.google.com/forms/d/e/1FAIpQLScB-ck43iaBrukq-rTijaHHVLreYAi4PP8d1yu4ph1mOazQIQ/viewform,1,1
https://newsite.tessolve.in/wp-admin/meta/atversion/verify_attttttttt/New%20YahoomassStore/,1,None
https://www.hbteam.org,0,1
https://www.comic.skullkickers.com,1,None
http://kam-net.ci/2026584619/verification.php,1,None
http://sloaneandhyde.com/imm/new2015/pvalidate.html,0,1
https://www.happycasts.net,1,None
http://desdeelamor.com/wp-includes/SimplePie/Parse/hd/demx/index.php,1,None
https://www.walkerlakenv.org,1,None
http://510637870.swh.strato-hosting.eu/paypal,1,None
https://www.kurzyalfa.cz,0,1
https://www.elmirachristianacademy.com,0,1
http://justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/090622813647a6a970bbffeebc2db750,1,1
http://union-companies.000webhostapp.com/,0,1
https://wantzsolution.com/pu/new/wrong.html,1,None
https://0662906629.lbagencies.com.au,1,1
https://623112j4j3.codesandbox.io/sitemap.html,1,1
https://onedrive.live.com/?authkey=%21AM%5F1fGzD8staoLs&cid=362259935A9D4584&id=362259935A9D4584%2117198&parId=root&o=OneUp,0,1
https://www.ssdp.nationbuilder.com,1,None
https://www.torokichi.com,0,1
https://www.123formbuilder.com/form-4850478/,1,1
https://www.southernstar.ie,0,1
http://www.au-pcccy.aeueseaaaomceoy.axnnut.top/AU,1,1
https://www.roomguide.co.uk,1,None
https://storageapi.fleek.co,1,1
https://www.ctihub.com,1,None
http://o3clean.com.co/fonts/akismet/,1,None
https://www.diamdel.com,1,1
https://www.albergodelchianti.it,0,1
https://mowitos.info/netzero.net/Sign-in.php,1,1
https://www.allegoryofempires.com,0,1
http://www.au-payccey.aseaoaameoy.uvwg.top/AU,1,None
https://www.newyorklifecolorado.com,0,1
http://alpreco.ro/wp-content/uploads/attractionvk.html,0,1
https://www.gtagiftbaskets.com,0,1
http://www.xyzguyz.com/admin1/G.Docs/index.php,1,1
https://www.bc.uns.edu.ar,1,None
https://www.carsonmania.com,1,None
http://www.fortunatogroupservice.com/includes/https:/atendimento/chamada.php?=CMNYYIFM2ZH3A9VCMIH9Z3QA15B6RAC4WZ3VHIIJIZLS9H6UZM4ZOT0PYLUPV8TS7VNNE78W6SPD0U90GB065JU35PSZWLS3GGQVMXRRQG51ACARNJWS3QV7FN7C9YFPE7K15CSUTWV406VXORPRIKXX95AG3P7HVRIZ4AUW8P1GUVDJM4A5N93WCCDF3JWXAFXDPRAWGADB6QURT6WHDZDPCQ5EA2CKH0Y7194HIGSN8NF1SCI6CVVOM13W3FHJOFQPNT77AYUIMAIEM1KYWFNJGQFI6W2TCRIZLP6WO1EAAWPXX0WUPJD60TOFQP93HR33G9Y69CFI05F8EB25VFA69YKYOT26K482B77KIM3RRIZ6U1APFKUOIFN79OBTSJV5P2O9OR1F0ZL4ZVTFFO5Y4R5CGG6011DP33XQTX74XR8XM1C2PGZT956OLAXLBBBDD0588AA52H2NIDP9UP24T8RFHP1T2B8FKBM,1,1
https://www.gurujoshproject.com,1,None
https://storageapi.fleek.co,1,1
https://www.lesbians.porn.xblognetwork.com,1,None
http://austid.cn/hVvdu5vrFKshbZgsG9fA/,0,1
https://www.spcrr.org,1,None
https://storageapi.fleek.co,1,1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/7c4efc57cb6cce0/?cmd=_update&dispatch=7c4efc57cb6cce050&locale=_US,1,None
https://storageapi.fleek.co,1,1
http://www.vprint.com.my/stories/gdoc/Paype/,0,1
https://www.hgxy.hqu.edu.cn,1,None
http://www.au-paccy.aeueseaeaomceoy.ctkwoc.top/AU,1,None
http://www.ekl-net.conn-accseeeeaas.xkqkrs.top,1,1
https://www.digital.sl.nsw.gov.au,1,None
http://www.au-paacny.aeeucaeaomceoy.wsejfh.top/AU,1,None
http://www.ekl-net.conn-aocsecmesas.ucwxyw.top,1,1
http://www.afritraders.com/googledrive/index.htm,0,1
http://thewcollection.co.uk/wp-includes/certificates/ii.php?rand=13inboxlightaspxn.1774256418,1,None
https://www.sweetsundays.co.uk,1,1
http://k58.homeinvest.com.pl/icloud/office.php,1,1
https://www.hydi.com.au,0,1
http://m.facebook.com----------------------securedlogin---acc-confirm.liraon.com/sign_in.php,1,None
https://www.produban.com,0,1
http://addressingtheunaddressedindiafoundation.com/wp-admin/user/bankofamerica/empass.php,1,None
https://www.sarchecker.com,1,1
https://drive.google.com/file/d/1_GGqmQXcOYjJZfvgg44cX-sWuaue8EdJ/edit,0,1
http://oldegreen.com/recal/yahoo/home/index.php,0,1
https://www.financialjoyacademy.com,0,1
http://signin-store-ws.frontieroption.com/,0,1
https://www.shake.be,0,1
https://storageapi.fleek.co,1,1
http://chat.whatsapp.grup.hd.ocry.com/,1,1
https://www.internationalarbitrationlaw.com,1,None
https://www.webview.tech,1,None
https://www.aztc.eimpactv2.report,1,None
https://www.stroymaster.dp.ua/,1,None
https://www.gcbo.org,0,1
https://www.smashcustommusic.net,1,1
https://storageapi.fleek.co,1,1
https://www.sculptit.net,0,1
https://www.younergycrypto.substack.com,1,None
http://interdentepe.com.br/blog/profile/name.html,1,1
https://www.gontijo.itch.io,1,None
https://www.osto.space,0,1
https://www.galeantokal.com,0,1
https://www.themerobo.com,1,None
https://www.sallykgreen.com,1,1
http://www.au-paccoy.aueseacaemceoy.qriyir.top/AU,1,1
https://www.shopstonewoodcenter.com,0,1
https://www.psn.ch,0,1
http://courgeon-immobilier.fr/wp-content/uploads/2019/0/tpg/84d01552f96aa358c320126d450ba3b6,0,1
https://www.fluentmusic.io,1,1
https://www.las.ucsd.edu,1,None
https://www.desszert.eu,0,1
http://3.ly/uhW,0,1
https://www.osfl.campuslifetech.org,1,None
http://cafecitoperez.ivanidzakovic.com/admin/aociufd/goodl.vci/e6edcebab88867a2f99a346ebaaf8179/view/login.php?cmd=login_submit&amp;id=f7d4a85c3588b5be032bea66d54f3a59f7d4a85c3588b5be032bea66d54f3a59&amp;session=f7d4a85c3588b5be032bea66d54f3a59f7d4a85c3588b5be032bea66d54f3a59,1,None
http://rudiguvenlik.com/1122/?sec=Andreas,1,1
https://www.deleukstekinderen.nl,0,1
https://www.banupekol.com,1,None
https://www.raiseemuprecords.com,0,1
https://www.afterall.be,1,1
https://www.edinburghcc.com,1,None
https://www.foodsecurity.org,0,1
https://www.usapharma.biz,0,1
http://www.iscbankofamerica.net,1,None
http://www.foxvalleymusicfoundation.com/wp-includes/fonts/,1,1
https://www.cne.gov.do,0,1
https://www.addysmercedes.com,1,None
http://www.loraboyd.com/royalbank.ca/rbc/,0,1
https://www.jenandshane.com,1,None
https://www.ultimate70s.com,0,1
http://www.vivcsicisvcai.visvsai.gh43qf.icu,1,1
https://www.vnutri.org,0,1
https://useful-maxim-276319.uc.r.appspot.com/off365.html,1,1
https://www.askjaywarren.com,1,None
http://beta.kenaidanceta.com/postamok/07fc3/source,1,1
https://www.khaiedu.com,1,None
http://gabung-gruppwhattsapp18.port25.biz/,1,1
https://www.capitolexteriors.com,0,1
http://storage.googleapis.com/cftu6r8bigigi8.appspot.com/gtu%20fgb%20iug/gtfuygviy,1,1
https://www.onsightrockgym.com,0,1
http://susai.ro/bloging/sotpie/helot-/center-gr/en.direct797/myaccount/signin,1,1
https://mailingshipauthbox.webador.com/,0,1
http://user67509874097802.el.r.appspot.com/wp-content,1,1
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAANAARyyl4VUMTlKUkJFTEI3UFRSQlJXSUVYVkYyRzlNNy4u,0,1
https://www.informator-stolicy.pl,0,1
http://halestelevision.co.uk/components/com_contact/cz/4f2ce4697b27ae19dcb701e5c4a09029,1,1
https://client-webhook-dot-qp-keybank-rrva-2020-04.uc.r.appspot.com/,1,1
https://docs.google.com/forms/d/e/1FAIpQLScQSeh0bY9ZpIQGVBk1fGQhw52FH5ESevzxzp5oVc4gLjlVyQ/viewform?usp=send_form,1,1
https://jimryky.blogspot.com/2018/11/cdcdcdcd.html,0,1
http://www.au-pcacny.aeeusaaaomceoy.wfclkk.top/AU,1,None
https://viatraniver1972.blogspot.be,0,1
https://www.m-yoga.org,0,1
https://www.enpontevedra.com,1,None
https://www.hardysverandah.com.au,0,1
https://storageapi.fleek.co,1,1
http://join-sexchatindo18.91.myz.info/,1,1
https://www.merchpursuits.com,0,1
http://www.casonahartfordct.com/hrnmecrcr/bin/Indexxatt/Indexxatt.htm,1,1
https://www.karineymm.com,1,None
https://www.mountaincrisisservices.org,0,1
http://www.au-pacny.ausecaom.frxthw.top/AU,1,1
http://paypal-support-help-inc.blogspot.com/?REDACTED,0,1
https://www.thbea.com,1,1
https://secureupdate.appleld.com.duilawyeryork.com/ap/dd1016f141bae58/?cmd=_update&dispatch=dd1016f141bae5809&locale=_,1,None
http://gillas-first-project.webflow.io/,1,1
http://afriquelemou.free.fr/templates/rhuk_milkyway/sdnconconsadf.html,1,1
https://storageapi.fleek.co,1,1
https://www.sv.or.at,0,1
https://www.aogusma.org,1,None
https://yogamma.com.tr/usa.html,0,1
http://www.ekl-net.com-ascceeeeaas.okxdbp.top,1,1
http://www.vivcevasvai.vicsvesai.09vz0h.icu,1,1
https://www.habitatmiddlekeys.org,1,1
https://www.tomanderssonwriter.com,0,1
https://www.heritagevisuals.com,0,1
http://paypal.com.05925924b730bb369f87ad369fde0ffbf74a3c2.33s3.smoz.us/sbg1xq3ekty%20xvtq/kfyqrsnjfked1r/rzchf6fugweaovinebpooamyfuo0ib61fmwqj2u0opkbvfrznitrw==&amp;gerf=3uyfjdsoil4lilwi5c6ma63xu%20h0jlq1wnniditpsxa=&amp;guro=phmbqulkusscrq/,1,None
http://www.au-pacy.aeuseeaom.merivz.top/AU,1,None
http://www.cwa4501.org/ControlPanel,1,1
http://www.shadetreetechnology.com/V4/validation/efbe45e31b19a2f237879c43c1825c6b,0,1
https://www.vanquishheadacherelief.com,0,1
https://atendimento.rnp.br/otrs/customer.pl?Action=PreLogin;RequestedURL=Action=CustomerTicketZoom;TicketNumber=40192749,1,1
https://www.schoema.de,1,1
https://www.los-encinos.org,1,1
http://vki.vipcentr.ru,1,1
http://www.vivcsiciavcai.visvsai.8jyshd.icu,1,1
https://www.sitd.de,0,1
http://shadetreetechnology.com/V4/validation/fa0a4747c2e328137778c129959a2a59,0,1
https://www.padmavatirasoie.com,1,None
http://www.e-castle.co.kr/data/shok/POSBEV/,0,1
https://02b28863-eee4-466d-823e-f87f0a957da6.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html,1,1
https://www.360tourist.net,0,1
http://www.au-poay.aeusoaom.omtbmn.top/AU,1,None
https://www.brainsafetyalliance.com,0,1
https://www.leggingsfordays.co.uk,0,1
https://www.forwildnature.org,0,1
https://www.jiupaicn.com,1,None
http://grupwhaatsapbokep.mrslove.com/,1,1
https://www.blog.freeradicalfederation.com,1,None
https://www.swanlaketour.com,1,1
https://www.spp.seoul.go.kr,1,None
https://www.lmzrb.com,1,None
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/c63dee079a10dd3?cmd=_update&dispatch=c63dee079a10dd3a4&locale=_DE,1,None
https://www.gameitnow.com,0,1
https://storageapi.fleek.co,1,1
https://www.ernitec.com,1,None
https://www.rivermuse.org,1,None
https://storageapi.fleek.co,1,1
http://www.amazon.de.openid315561.anpectiza.tk/148386/german/daten/p6KCNmY8o3cU4tDBMLfhIWzlnZRGsPvwQ/kundendienst5543/vNRyuc8MhjH0gO3VTAPYS5I1FWrapZe4K/logmein.php,1,None
https://soloparatiaumentatucupo--transaccionalap.repl.co,1,1
http://doldabang.com/ndxz-studio/config/champions/?email=beehongtan@singtel.com,1,1
https://www.zabor-vn.com/system/csvprice_pro/smart/customer_center/customer-IDPP00C354/myaccount/signin/,1,1
https://www.traderlive.doorblog.jp,1,None
https://marketing.contentmessage.com/email/unsubscribe/5d4aef51ae3dc355752153,1,None
https://www.kievforsale.com,1,None
http://www.fuertecondor.com/img/,1,1
https://www.staypositive.me,0,1
http://iqfilms.com/Auth/57dfaaed925987a1c0b5f3b40e2c2b68NDM0NWMzZWNiYzdlNWNiZmE5NWI0YzQ3ZWZiYWU5NzM=/,1,None
https://www.hinduismabout.com,0,1
https://s0htr.codesandbox.io/,1,1
https://storageapi.fleek.co,1,1
http://betasusum1.blogspot.com,0,1
http://freetogo.com.au/Yah/ourtime1/v3/member.htm,1,None
https://www.therealfynn.co.uk,1,1
https://storageapi.fleek.co,1,1
https://www.m4a.org,1,1
https://www.harborfreight.syf.com,1,None
https://ezoomeranggrow.com/web/english/index.php?email=honeypot@domain.com],1,None
http://livewild.co/cgi/home/auth,1,None
https://www.bacau.insse.ro,1,None
https://user7770001255.el.r.appspot.com/[E-mail,1,1
https://www.vd17.bibliothek.uni-halle.de,1,None
https://www.facebook.us8.list-manage.com,1,None
https://www.cytoteccheap.us.com,1,None
http://stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=_xxx@yyy.com__/,1,1
https://www.tjsawyer.com,1,None
https://www.icyte.com/system/snapshots/fs1/0/5/d/e/05deeb7f5c0c215bfbbe5ca2e5777b01a7f044b1/index.html,1,1
https://www.cstrobbe.github.io,1,None
https://www.happyandrada.com,1,None
https://www.though.cchla.ufpb.br,1,None
http://www.ekl-net.com-ascceeeeaas.wplaog.top,1,1
https://www.cfa.hqu.edu.cn,1,None
http://www.au-paccny.aeeauaceaocmeoy.awlcqy.top/AU,1,1
https://www.sciencemuseum.ugent.be,0,1
https://www.voccine.com,1,None
https://www.cfci.net,1,1
https://7fd7f5ea23c4a2fb1a212624ea166195-dot-bles05.wn.r.appspot.com/?t=1&amp;e,1,1
https://amercomminc-my.sharepoint.com/:w:/g/personal/jreino_americancommunication_com/EYyYRXvFTzJNqpuZFiED3jIBOLNrPf7EfR-yXWKzQZh35g?e=fgkOuQ,0,1
https://www.thevalley.net,0,1
https://www.spsd.hqu.edu.cn,1,None
https://www.warroom.org,1,1
http://stefaninicompany.net/webadmin/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,1,None
https://aaekt.app.link/2p7GEkn8E5?platform=hootsuite,1,1
http://piratic-flap.000webhostapp.com/login.php,0,1
http://sma.naturealtree.com/tjj?pq=Z4NwlHBmcGKEmLqxy5qmnnx0Yq-1jqxiaWQ/linda.todd7@nhs.net,1,None
http://www.vivceviaaaivcs.vicsvesai.ugu66t.icu,1,1
https://www.support-appleld.com.secureupdate.duilawyeryork.com/ap/685c0c8ccf1fa0e?cmd=_update&amp;dispatch=685c0c8ccf1fa0e85&amp;locale=_US,1,None
http://www.au-poccy.aeueseaeaomceoy.bluxbq.top/AU,1,1
https://www.tlf.org.za,0,1
http://secure-login-portal-outlook.el.r.appspot.com/c:/users/user/downloads,1,1
http://www.au-paccy.aeueseaeaomceoy.jutykb.top/AU,1,None
https://www.evernote.com/shard/s321/client/snv?noteGuid=777735b6-7206-0be1-628f-b095ff26a485&amp;noteKey=803670c5e267fe76b14b5c7466cb9dd8&amp;sn=https%3A%2F%2Fwww.evernote.com%2Fshard%2Fs321%2Fsh%2F777735b6-7206-0be1-628f-b095ff26a485%2F803670c5e267fe76b14b5c7466cb9dd8&amp;title=you%2Bhave%2Ba%2Bfax%2521%2Bcopy%2Bcopy,1,1
https://storageapi.fleek.co,1,1
http://www.au-pcacny.aueccaaomceoy.hcfugu.top/AU,1,None
https://www.secureupdate.appleld.com.duilawyeryork.com/ap/ae3d4c5a68af8f3/?cmd=_update&dispatch=ae3d4c5a68af8f352&locale=_US,1,None
http://paypal-verification.applmanager.com/customer_center/user-132741/,1,None
https://www.lianevbeauty.com,0,1
http://strewn-liquor.000webhostapp.com/JUD/crypt/crypt/index.html,0,1
http://judysigner.cafe24.com/phpmyadmin/css,1,1
http://base.etagy.net/login.php,1,None
https://www.nuanciel.net/customer/account/login/,1,1
https://www.amodernway.com,0,1
https://www.spendingdiary.com,1,1
https://www.mytonschool.co.uk,0,1
https://www.kulture.com.sg,0,1
https://www.kleindenkmale.de,1,None
https://storageapi.fleek.co,1,1
https://siamtur.com/otomail/mail/web/ovh/managerWEB-OVHdepartmenttechniqueovh/web.index.html5400configuration_hosting_DATABASE/web-ovh/vh/,0,1
https://www.o-ton-arbeitsmarkt.de,0,1
http://www.inbioma.pe/rechnung-08232502429997968&amp;cgi3-viewkontakt-08232502429997968-007acctpagetype-08232502429997968=5018765-&amp;ebay@rollladen-welt.de.html,0,1
https://sekabetgiriskayit.blogspot.com/,0,1
http://www.marekmazur.pl/urgentdoctoview/,1,1
https://ambautosalvage.com/wp-admin/App,1,None
https://www.aaltufaaltu.com,0,1
https://www.11thhourescaperooms.co.uk,0,1
https://www.events.taus.net,1,None
https://elhagearms.com/jppp/toda/,1,1
https://www.longgame.org,1,None
http://www.i-m.mx/hawaii/hawaii/,1,1
https://www.bronxlgbtqcenter.org,1,None
https://shafeimall004.top/pay/error,1,None
http://m.facebook.com------------------login-secured.liraon.com/sign_in.htm,1,None
https://tinyurl.com/yb77l9l4?Z6Y4UD47FP5Y1XCM6CHO5NYHCNAJK4Y902K05EYQ99E1WXTSFGMATBH,0,1
http://www.au-pacny.ausecaom.tuxisw.top/AU,1,1
https://www.kb.acer-remit.eu,1,None
https://www.brokertribunal.com,0,1
https://www.marysmeals.hr,0,1
https://www.ccgh.org,1,None
http://starmak.com.tr/950CAAEA0281AA2BEBED8F9ECCA4BD30?sec=KnelsPatrick,1,None
https://my-3-management-centre.com/,1,None
http://flythissim.com/speak.html,1,1
https://sunge-ode.firebaseapp.com/,1,1
https://www.wiki.citizenwatt.paris,1,None
https://mazeadvokater-my.sharepoint.com/:b:/g/personal/sh_mazeadvokater_se/EQK6ogpy2wVKr18Ck_YFDOUBHXQg6-_nZP2Ol6nLRetZ1w,0,1
https://www.nazorgborstkanker.nl,1,1
http://accofestival.co.il/am/googledocs/index.php/files/files/otherx.jpg/files/otherx.jpg/files/style.htm/files/files/style.htm/files/files/files/files/files/files/files/files/files/files/files/style.htm,0,1
https://www.bestprolighting.com,0,1
https://www.jollygoodsoda.com,0,1
https://www.lucice.cz,0,1
https://www.echoparknow.com,1,1
https://www.dominiquemanotti.com,0,1
https://onedrive.live.com/view.aspx?resid=2CCDA0F55E51C04D!1056&amp;authkey=!AHVXdmahSk9xQIc,0,1
http://www.au-poyccoy.aseaaeaeoy.qkat.top/AU,1,None
https://www.booleweb.ucc.ie,1,None
http://vilanovacenter.com/templates/yoo_bigeasy/janetyolo/,1,1
https://www.fiskeisundsvall.se,0,1
https://www.sciquest.org.nz,0,1
https://www.reporterparintins.com.br,0,1
https://www.dwrace.org.uk,1,1
https://www.congresscare.com,0,1
http://poligrafiapias.com/Secured-adobe/2b078be1175659f354b82191320e7c51/,1,1
http://casite-596081.cloudaccess.net/administrator/cache/help/customer_center/customer-IDPP00C941/myaccount/signin,1,1
http://store603.top/pay/error,1,None
https://www.orangewallstudios.com,0,1
http://tsuzuki.co.id/model/jeff/chinavali/,1,1
https://www.technology.salt-and-pepper.eu,1,None
https://www.jigu.terra.money,1,None
https://www.ub-link.u-bourgogne.fr,1,None
https://www.mudancesbarcelona.com,1,None
https://www.peepschannel.com/fc.html,1,1
http://rockysite.net/mobile/Login-Acc.php,1,1
http://login-outlook-office365.el.r.appspot.com/logi.html,1,1
https://li-aruba.blogspot.com/,0,1
https://www.alingonmitra.com,0,1
https://www.masuran.org,1,1
http://www.au-paacey.aeeusaoaomceoy.nwbezf.top/AU,1,None
https://www.neilsonhayslibrary.com,1,None
https://sapient-flare-279107.df.r.appspot.com/jim@thejimburkefamily.com,1,1
https://www.fkjonesfuneralhome.com,0,1
https://www.illinoiscaresforkids.org,1,None
https://storageapi.fleek.co,1,1
https://accounts-google-com.5v.pl/login/,0,1
https://www.lennyface.mystrikingly.com,1,None
http://www.au-pacey.aesesoaom.zqiqby.top/AU,1,1
https://www.euro-planb.dk,1,None
https://www.ivoryresearcher.com,0,1
https://storage.googleapis.com/docusign231/wetransfer/important.pdf,1,1
https://feciusa-my.sharepoint.com/:b:/g/personal/bwhite_feci-usa_com/EXF4drujP9hFkaRikIbTyz8BenxKv2kqD_yHVRvLJoLBjQ?e=4%3auL4G4J&at=9,0,1
http://www.dunggiodrilling.com/administrator/templates/khepri/images/menu/signt/customer_center/customer-IDPP00C978/myaccount/signin/,1,1
http://www.inbioma.pe/rechnung-376440790464490488&amp;cgi3-viewkontakt-376440790464490488-007acctpagetype-376440790464490488=4674720-&amp;info@s-und-s-shop.de.html,0,1
https://www.in.wuchna.com,1,None
https://www.judaica.library.usyd.edu.au,1,None
https://www.yellowsn0w.net,1,None
https://zgz5b.codesandbox.io/,1,1
https://www.msi.lms.lt,1,None
https://www.sfsl.webs.com,1,None
https://storageapi.fleek.co,1,1
https://www.nur-zitate.info,1,None
http://www.allflagsauto.com/Contents/,0,1
https://www.mundoinformal.com,1,None
https://www.paintyourhairblue.com,0,1
http://safirbetgiriss1.blogspot.com,0,1
