NumberRedirects,checkWHOIS_exists,isinAlexa,NumbLinkToDomain,indexbyGoogle,Domain,Have_@,URL_Length,Domain_Length,occurence_tirets,Redirection,Number_%,TinyURL,iFrame,MouseOver,label
0,0,0,0,1,bc.uns.edu.ar,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,272,0,0,1,carsonmania.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,144,0,0,1,fortunatogroupservice.com,0.0,100.0,25.0,1.0,5.0,1.0,0.0,1,1,1.0
0,179,0,0,1,gurujoshproject.com,0.0,31.0,19.0,1.0,6.0,1.0,1.0,1,0,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,47,0,0,1,lesbians.porn.xblognetwork.com,0.0,42.0,30.0,1.0,6.0,1.0,0.0,1,0,0.0
0,73,0,1,1,austid.cn,0.0,38.0,9.0,1.0,5.0,1.0,0.0,0,1,1.0
0,306,0,0,1,spcrr.org,0.0,21.0,9.0,1.0,6.0,1.0,0.0,1,0,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,6.0,1.0,0.0,1,0,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
1,0,0,20,1,vprint.com.my,0.0,44.0,13.0,1.0,5.0,1.0,1.0,0,1,1.0
0,0,0,0,1,hgxy.hqu.edu.cn,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,9,0,0,1,au-paccy.aeueseaeaomceoy.ctkwoc.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,0,1.0
0,9,0,0,1,ekl-net.conn-accseeeeaas.xkqkrs.top,0.0,46.0,35.0,1.0,5.0,1.0,1.0,1,1,1.0
0,0,0,0,1,digital.sl.nsw.gov.au,0.0,33.0,21.0,1.0,6.0,1.0,0.0,1,0,0.0
0,9,0,0,1,au-paacny.aeeucaeaomceoy.wsejfh.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,0,1.0
0,9,0,0,1,ekl-net.conn-aocsecmesas.ucwxyw.top,0.0,46.0,35.0,1.0,5.0,1.0,1.0,1,1,1.0
1,8,0,0,1,afritraders.com,0.0,48.0,15.0,1.0,5.0,1.0,0.0,0,1,1.0
0,43,0,0,1,thewcollection.co.uk,0.0,93.0,20.0,2.0,5.0,1.0,0.0,1,0,1.0
1,129,0,0,1,sweetsundays.co.uk,0.0,30.0,18.0,1.0,6.0,1.0,0.0,1,1,0.0
0,202,0,0,1,k58.homeinvest.com.pl,0.0,46.0,21.0,1.0,5.0,1.0,1.0,1,1,1.0
1,0,0,0,1,hydi.com.au,0.0,23.0,11.0,1.0,6.0,1.0,0.0,0,1,0.0
0,11,0,0,1,m.facebook.com----------------------securedlogin---acc-confirm.liraon.com,0.0,92.0,50.0,1.0,5.0,1.0,0.0,1,0,1.0
1,216,0,0,1,produban.com,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,addressingtheunaddressedindiafoundation.com,0.0,89.0,43.0,2.0,5.0,1.0,0.0,1,0,1.0
0,94,0,0,1,sarchecker.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,1,0.0
1,301,0,2,1,drive.google.com,0.0,70.0,16.0,2.0,6.0,1.0,0.0,0,1,1.0
1,274,0,11,1,oldegreen.com,0.0,47.0,13.0,1.0,5.0,1.0,0.0,0,1,1.0
1,53,0,0,1,financialjoyacademy.com,0.0,35.0,23.0,1.0,6.0,1.0,0.0,0,1,0.0
1,3,0,0,1,signin-store-ws.frontieroption.com,0.0,42.0,34.0,1.0,5.0,1.0,0.0,0,1,1.0
1,0,0,0,1,shake.be,0.0,20.0,8.0,1.0,6.0,1.0,0.0,0,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,257,0,0,1,chat.whatsapp.grup.hd.ocry.com,0.0,38.0,30.0,1.0,5.0,1.0,0.0,1,1,1.0
0,156,0,0,1,internationalarbitrationlaw.com,0.0,43.0,31.0,1.0,6.0,1.0,0.0,1,0,0.0
0,53,0,0,1,webview.tech,0.0,24.0,12.0,1.0,6.0,1.0,0.0,1,0,0.0
0,55,0,0,1,aztc.eimpactv2.report,0.0,33.0,21.0,1.0,6.0,1.0,0.0,1,0,0.0
0,43,0,0,1,stroymaster.dp.ua,0.0,30.0,17.0,1.0,6.0,1.0,0.0,1,0,1.0
0,277,0,0,1,gcbo.org,0.0,20.0,8.0,1.0,6.0,1.0,0.0,0,1,0.0
0,38,1,0,1,smashcustommusic.net,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
1,27,0,0,1,sculptit.net,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
0,150,0,0,1,younergycrypto.substack.com,0.0,39.0,27.0,1.0,6.0,1.0,0.0,1,0,0.0
0,213,0,0,1,interdentepe.com.br,0.0,49.0,19.0,1.0,5.0,1.0,0.0,1,1,1.0
0,132,0,0,1,gontijo.itch.io,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
1,0,0,0,1,osto.space,0.0,22.0,10.0,1.0,6.0,1.0,0.0,0,1,0.0
1,216,0,0,1,galeantokal.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,1,0,0,1,themerobo.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,256,0,0,1,sallykgreen.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,1,0.0
1,0,0,0,0,au-paccoy.aueseacaemceoy.qriyir.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,1,1.0
0,275,0,0,1,shopstonewoodcenter.com,0.0,35.0,23.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,psn.ch,0.0,18.0,6.0,1.0,6.0,1.0,0.0,0,1,0.0
1,102,0,1,1,courgeon-immobilier.fr,0.0,92.0,22.0,1.0,5.0,1.0,0.0,0,1,1.0
1,1,0,0,1,fluentmusic.io,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,1,0.0
0,0,0,0,1,las.ucsd.edu,0.0,24.0,12.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,4,1,desszert.eu,0.0,23.0,11.0,1.0,6.0,1.0,0.0,0,1,0.0
1,171,0,0,1,3.ly,0.0,15.0,4.0,1.0,5.0,1.0,0.0,0,1,1.0
0,159,0,0,1,osfl.campuslifetech.org,0.0,35.0,23.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,cafecitoperez.ivanidzakovic.com,0.0,100.0,31.0,1.0,5.0,1.0,0.0,1,0,1.0
1,103,0,0,1,rudiguvenlik.com,0.0,41.0,16.0,1.0,5.0,1.0,0.0,1,1,1.0
0,142,0,20,1,deleukstekinderen.nl,0.0,32.0,20.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,banupekol.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,85,0,0,1,raiseemuprecords.com,0.0,32.0,20.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,afterall.be,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,1,0.0
0,15,0,0,1,edinburghcc.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
1,303,1,0,1,foodsecurity.org,0.0,28.0,16.0,1.0,6.0,1.0,0.0,0,1,0.0
1,6,0,0,1,usapharma.biz,0.0,25.0,13.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,iscbankofamerica.net,0.0,31.0,20.0,1.0,5.0,1.0,0.0,1,0,1.0
0,100,0,0,1,foxvalleymusicfoundation.com,0.0,58.0,28.0,2.0,5.0,1.0,0.0,1,1,1.0
0,237,0,0,1,cne.gov.do,0.0,22.0,10.0,1.0,6.0,1.0,0.0,0,1,0.0
0,198,0,0,1,addysmercedes.com,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,0,0.0
1,124,0,0,1,loraboyd.com,0.0,41.0,12.0,1.0,5.0,1.0,0.0,0,1,1.0
0,56,0,0,1,jenandshane.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,103,1,0,1,ultimate70s.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,9,0,0,1,vivcsicisvcai.visvsai.gh43qf.icu,0.0,43.0,32.0,1.0,5.0,1.0,0.0,1,1,1.0
0,139,1,20,1,vnutri.org,0.0,22.0,10.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,useful-maxim-276319.uc.r.appspot.com,0.0,56.0,36.0,1.0,6.0,1.0,1.0,1,1,1.0
0,74,0,0,1,askjaywarren.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
0,103,0,0,1,beta.kenaidanceta.com,0.0,50.0,21.0,1.0,5.0,1.0,0.0,1,1,1.0
0,210,0,0,1,khaiedu.com,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,0,0.0
0,251,0,0,1,gabung-gruppwhattsapp18.port25.biz,0.0,42.0,34.0,2.0,5.0,1.0,0.0,1,1,1.0
0,118,0,20,1,capitolexteriors.com,0.0,32.0,20.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,storage.googleapis.com,0.0,82.0,22.0,1.0,5.0,3.0,1.0,1,1,1.0
0,106,0,0,1,onsightrockgym.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
1,22,0,0,1,susai.ro,0.0,77.0,8.0,1.0,5.0,1.0,0.0,1,1,1.0
0,81,0,0,1,mailingshipauthbox.webador.com,0.0,39.0,30.0,1.0,6.0,1.0,0.0,0,1,1.0
0,0,0,0,1,user67509874097802.el.r.appspot.com,0.0,53.0,35.0,2.0,5.0,1.0,1.0,1,1,1.0
0,282,0,0,1,forms.office.com,0.0,100.0,16.0,1.0,6.0,1.0,0.0,0,1,1.0
0,154,0,0,1,informator-stolicy.pl,0.0,33.0,21.0,2.0,6.0,1.0,0.0,0,1,0.0
1,132,0,0,1,halestelevision.co.uk,0.0,87.0,21.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,client-webhook-dot-qp-keybank-rrva-2020-04.uc.r.appspot.com,0.0,68.0,50.0,1.0,6.0,1.0,1.0,1,1,1.0
0,301,0,0,1,docs.google.com,0.0,100.0,15.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,jimryky.blogspot.com,0.0,50.0,20.0,1.0,6.0,1.0,1.0,0,1,1.0
0,9,0,0,0,au-pcacny.aeeusaaaomceoy.wfclkk.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,0,1.0
1,0,0,0,1,viatraniver1972.blogspot.be,0.0,35.0,27.0,1.0,6.0,1.0,0.0,0,1,1.0
0,135,0,0,1,m-yoga.org,0.0,22.0,10.0,2.0,6.0,1.0,0.0,0,1,0.0
0,209,0,0,1,enpontevedra.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
1,0,0,0,1,hardysverandah.com.au,0.0,33.0,21.0,1.0,6.0,1.0,0.0,0,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,252,0,0,1,join-sexchatindo18.91.myz.info,0.0,38.0,30.0,2.0,5.0,1.0,0.0,1,1,1.0
1,73,0,0,1,merchpursuits.com,0.0,29.0,17.0,1.0,6.0,1.0,0.0,0,1,0.0
0,107,0,0,1,casonahartfordct.com,0.0,69.0,20.0,1.0,5.0,1.0,1.0,1,1,1.0
0,0,0,0,1,karineymm.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,129,0,0,1,mountaincrisisservices.org,0.0,38.0,26.0,1.0,6.0,1.0,0.0,0,1,0.0
1,9,0,0,0,au-pacny.ausecaom.frxthw.top,0.0,42.0,28.0,2.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,paypal-support-help-inc.blogspot.com,0.0,53.0,36.0,1.0,5.0,1.0,1.0,0,1,1.0
1,56,0,0,1,thbea.com,0.0,21.0,9.0,1.0,6.0,1.0,0.0,1,1,0.0
0,158,0,0,1,secureupdate.appleld.com.duilawyeryork.com,0.0,100.0,42.0,1.0,6.0,1.0,0.0,1,0,1.0
0,113,0,0,1,gillas-first-project.webflow.io,0.0,39.0,31.0,1.0,5.0,1.0,0.0,1,1,1.0
0,283,0,0,0,afriquelemou.free.fr,0.0,70.0,20.0,1.0,5.0,1.0,0.0,1,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,sv.or.at,0.0,20.0,8.0,1.0,6.0,1.0,0.0,0,1,0.0
0,280,0,0,1,aogusma.org,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,0,0.0
0,37,0,0,1,yogamma.com.tr,0.0,31.0,14.0,1.0,6.0,1.0,0.0,0,1,1.0
0,10,0,0,1,ekl-net.com-ascceeeeaas.okxdbp.top,0.0,45.0,34.0,1.0,5.0,1.0,1.0,1,1,1.0
0,9,0,0,1,vivcevasvai.vicsvesai.09vz0h.icu,0.0,43.0,32.0,1.0,5.0,1.0,0.0,1,1,1.0
0,163,0,0,1,habitatmiddlekeys.org,0.0,33.0,21.0,1.0,6.0,1.0,0.0,1,1,0.0
1,39,0,0,1,tomanderssonwriter.com,0.0,34.0,22.0,1.0,6.0,1.0,0.0,0,1,0.0
0,93,0,2,1,heritagevisuals.com,0.0,31.0,19.0,1.0,6.0,1.0,0.0,0,1,0.0
0,57,0,0,1,paypal.com.05925924b730bb369f87ad369fde0ffbf74a3c2.33s3.smoz.us,0.0,100.0,50.0,1.0,5.0,3.0,0.0,1,0,1.0
0,0,0,0,0,au-pacy.aeuseeaom.merivz.top,0.0,42.0,28.0,2.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,cwa4501.org,0.0,35.0,11.0,1.0,5.0,1.0,0.0,1,1,1.0
0,216,0,0,1,shadetreetechnology.com,0.0,81.0,23.0,1.0,5.0,1.0,0.0,0,1,1.0
1,129,0,0,1,vanquishheadacherelief.com,0.0,38.0,26.0,1.0,6.0,1.0,0.0,0,1,0.0
0,198,0,0,1,atendimento.rnp.br,0.0,100.0,18.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,schoema.de,0.0,22.0,10.0,1.0,6.0,1.0,0.0,1,1,0.0
0,199,0,0,1,los-encinos.org,0.0,27.0,15.0,2.0,6.0,1.0,0.0,1,1,0.0
0,271,0,0,1,vki.vipcentr.ru,0.0,22.0,15.0,1.0,5.0,1.0,0.0,1,1,1.0
0,9,0,0,1,vivcsiciavcai.visvsai.8jyshd.icu,0.0,43.0,32.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,14,1,sitd.de,0.0,19.0,7.0,1.0,6.0,1.0,0.0,0,1,0.0
0,216,0,0,1,shadetreetechnology.com,0.0,77.0,23.0,1.0,5.0,1.0,0.0,0,1,1.0
0,0,0,0,1,padmavatirasoie.com,0.0,31.0,19.0,1.0,6.0,1.0,0.0,1,0,0.0
1,242,0,0,1,e-castle.co.kr,0.0,43.0,14.0,2.0,5.0,1.0,0.0,0,1,1.0
0,81,0,0,1,02b28863-eee4-466d-823e-f87f0a957da6.htmlcomponentservice.com,0.0,100.0,50.0,1.0,6.0,1.0,0.0,1,1,1.0
1,138,0,11,1,360tourist.net,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,au-poay.aeusoaom.omtbmn.top,0.0,41.0,27.0,2.0,5.0,1.0,0.0,1,0,1.0
0,41,0,0,1,brainsafetyalliance.com,0.0,35.0,23.0,1.0,6.0,1.0,0.0,0,1,0.0
0,34,0,20,1,leggingsfordays.co.uk,0.0,33.0,21.0,1.0,6.0,1.0,0.0,0,1,0.0
0,46,0,20,1,forwildnature.org,0.0,29.0,17.0,1.0,6.0,1.0,0.0,0,1,0.0
0,85,0,0,1,jiupaicn.com,0.0,24.0,12.0,1.0,6.0,1.0,0.0,1,0,0.0
0,258,0,0,1,grupwhaatsapbokep.mrslove.com,0.0,37.0,29.0,1.0,5.0,1.0,0.0,1,1,1.0
0,195,0,0,1,blog.freeradicalfederation.com,0.0,42.0,30.0,1.0,6.0,1.0,0.0,1,0,0.0
1,231,0,0,1,swanlaketour.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,1,0.0
0,271,0,0,1,spp.seoul.go.kr,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,lmzrb.com,0.0,21.0,9.0,1.0,6.0,1.0,0.0,1,0,1.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,6.0,1.0,0.0,1,0,1.0
0,211,0,20,1,gameitnow.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,0,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,311,0,0,1,ernitec.com,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,0,0.0
0,177,0,0,1,rivermuse.org,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,amazon.de.openid315561.anpectiza.tk,0.0,100.0,35.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,0,soloparatiaumentatucupo--transaccionalap.repl.co,0.0,56.0,48.0,2.0,6.0,1.0,0.0,1,1,1.0
1,1,0,0,1,doldabang.com,1.0,79.0,13.0,2.0,5.0,1.0,0.0,1,1,1.0
1,83,0,0,1,zabor-vn.com,0.0,100.0,12.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,traderlive.doorblog.jp,0.0,34.0,22.0,1.0,6.0,1.0,0.0,1,0,0.0
0,62,0,0,1,marketing.contentmessage.com,0.0,77.0,28.0,1.0,6.0,1.0,0.0,1,0,1.0
0,0,0,0,1,kievforsale.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,189,0,0,1,fuertecondor.com,0.0,32.0,16.0,1.0,5.0,1.0,0.0,1,1,1.0
1,29,0,0,1,staypositive.me,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,16,0,0,1,iqfilms.com,0.0,100.0,11.0,1.0,5.0,1.0,0.0,1,0,1.0
0,76,0,0,1,hinduismabout.com,0.0,29.0,17.0,1.0,6.0,1.0,1.0,0,1,0.0
0,71,0,0,1,s0htr.codesandbox.io,0.0,29.0,20.0,1.0,6.0,1.0,0.0,1,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
1,0,0,0,1,betasusum1.blogspot.com,0.0,30.0,23.0,1.0,5.0,1.0,1.0,0,1,1.0
0,0,0,0,1,freetogo.com.au,0.0,49.0,15.0,1.0,5.0,1.0,0.0,1,0,1.0
0,109,0,0,1,therealfynn.co.uk,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
1,211,0,0,1,m4a.org,0.0,19.0,7.0,1.0,6.0,1.0,0.0,1,1,0.0
0,319,0,0,0,harborfreight.syf.com,0.0,33.0,21.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,ezoomeranggrow.com,1.0,75.0,18.0,1.0,6.0,1.0,0.0,1,0,1.0
0,88,0,0,1,livewild.co,0.0,32.0,11.0,1.0,5.0,1.0,0.0,1,0,1.0
0,265,0,0,1,bacau.insse.ro,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,user7770001255.el.r.appspot.com,0.0,47.0,31.0,2.0,6.0,1.0,1.0,1,1,1.0
0,0,0,0,1,vd17.bibliothek.uni-halle.de,0.0,40.0,28.0,2.0,6.0,1.0,0.0,1,0,0.0
0,198,0,0,1,facebook.us8.list-manage.com,0.0,40.0,28.0,2.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,cytoteccheap.us.com,0.0,31.0,19.0,1.0,6.0,1.0,0.0,1,0,0.0
0,178,0,0,1,stolizaparketa.ru,1.0,100.0,17.0,2.0,5.0,1.0,0.0,1,1,1.0
0,265,0,0,1,tjsawyer.com,0.0,24.0,12.0,1.0,6.0,1.0,0.0,1,0,0.0
0,279,0,0,1,icyte.com,0.0,100.0,9.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,cstrobbe.github.io,0.0,30.0,18.0,1.0,6.0,1.0,0.0,1,0,0.0
0,187,0,0,1,happyandrada.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
0,38,0,0,1,though.cchla.ufpb.br,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
0,10,0,0,1,ekl-net.com-ascceeeeaas.wplaog.top,0.0,45.0,34.0,1.0,5.0,1.0,1.0,1,1,1.0
0,0,0,0,1,cfa.hqu.edu.cn,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,0,0.0
1,9,0,0,0,au-paccny.aeeauaceaocmeoy.awlcqy.top,0.0,50.0,36.0,2.0,5.0,1.0,0.0,1,1,1.0
1,0,0,3,1,sciencemuseum.ugent.be,0.0,34.0,22.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,voccine.com,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,0,0.0
1,272,0,0,1,cfci.net,0.0,20.0,8.0,1.0,6.0,1.0,0.0,1,1,0.0
0,0,0,0,1,7fd7f5ea23c4a2fb1a212624ea166195-dot-bles05.wn.r.appspot.com,0.0,79.0,50.0,1.0,6.0,1.0,1.0,1,1,1.0
0,290,0,0,1,amercomminc-my.sharepoint.com,0.0,100.0,29.0,1.0,6.0,1.0,1.0,0,1,1.0
1,239,0,0,1,thevalley.net,0.0,25.0,13.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,spsd.hqu.edu.cn,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
1,93,1,0,1,warroom.org,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,1,0.0
0,0,0,0,1,stefaninicompany.net,0.0,100.0,20.0,2.0,5.0,1.0,0.0,1,0,1.0
0,91,0,0,1,aaekt.app.link,0.0,52.0,14.0,1.0,6.0,1.0,0.0,1,1,1.0
0,77,0,0,1,piratic-flap.000webhostapp.com,0.0,47.0,30.0,2.0,5.0,1.0,0.0,0,1,1.0
0,0,0,0,1,sma.naturealtree.com,1.0,90.0,20.0,2.0,5.0,1.0,0.0,1,0,1.0
0,9,0,0,1,vivceviaaaivcs.vicsvesai.ugu66t.icu,0.0,46.0,35.0,1.0,5.0,1.0,0.0,1,1,1.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,6.0,1.0,0.0,1,0,1.0
1,0,0,0,1,au-poccy.aeueseaeaomceoy.bluxbq.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,1,1.0
1,201,0,0,1,tlf.org.za,0.0,22.0,10.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,secure-login-portal-outlook.el.r.appspot.com,0.0,75.0,44.0,1.0,5.0,1.0,1.0,1,1,1.0
0,9,0,0,0,au-paccy.aeueseaeaomceoy.jutykb.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,0,1.0
0,273,0,0,1,evernote.com,0.0,100.0,12.0,1.0,6.0,15.0,0.0,1,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,9,0,0,0,au-pcacny.aueccaaomceoy.hcfugu.top,0.0,48.0,34.0,2.0,5.0,1.0,1.0,1,0,1.0
0,158,0,0,1,secureupdate.appleld.com.duilawyeryork.com,0.0,100.0,42.0,1.0,6.0,1.0,0.0,1,0,1.0
0,0,0,0,1,paypal-verification.applmanager.com,0.0,71.0,35.0,1.0,5.0,1.0,0.0,1,0,1.0
1,20,0,0,1,lianevbeauty.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,0,1,0.0
0,77,0,0,1,strewn-liquor.000webhostapp.com,0.0,65.0,31.0,2.0,5.0,1.0,0.0,0,1,1.0
0,281,0,0,1,judysigner.cafe24.com,0.0,43.0,21.0,1.0,5.0,1.0,0.0,1,1,1.0
0,78,0,0,1,base.etagy.net,0.0,31.0,14.0,1.0,5.0,1.0,0.0,1,0,1.0
0,100,0,2,1,nuanciel.net,0.0,48.0,12.0,1.0,6.0,1.0,0.0,1,1,1.0
1,113,0,0,1,amodernway.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,184,0,0,1,spendingdiary.com,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,1,0.0
0,209,0,20,1,mytonschool.co.uk,0.0,29.0,17.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,20,1,kulture.com.sg,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,kleindenkmale.de,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
1,163,0,4,1,siamtur.com,0.0,100.0,11.0,1.0,6.0,1.0,0.0,0,1,1.0
0,0,0,20,1,o-ton-arbeitsmarkt.de,0.0,33.0,21.0,1.0,6.0,1.0,0.0,0,1,0.0
1,0,0,0,1,inbioma.pe,1.0,100.0,10.0,1.0,5.0,1.0,0.0,0,1,1.0
0,0,0,0,1,sekabetgiriskayit.blogspot.com,0.0,39.0,30.0,1.0,6.0,1.0,1.0,0,1,1.0
0,32,0,0,1,marekmazur.pl,0.0,41.0,13.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,ambautosalvage.com,0.0,39.0,18.0,2.0,6.0,1.0,0.0,1,0,1.0
0,45,0,0,1,aaltufaaltu.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
1,79,0,0,1,11thhourescaperooms.co.uk,0.0,37.0,25.0,1.0,6.0,1.0,0.0,0,1,0.0
0,211,0,0,1,events.taus.net,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
1,181,0,1,1,elhagearms.com,0.0,33.0,14.0,1.0,6.0,1.0,0.0,1,1,1.0
0,38,0,0,1,longgame.org,0.0,24.0,12.0,1.0,6.0,1.0,0.0,1,0,0.0
0,134,0,0,1,i-m.mx,0.0,32.0,6.0,2.0,5.0,1.0,0.0,1,1,1.0
0,60,0,0,1,bronxlgbtqcenter.org,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,shafeimall004.top,0.0,35.0,17.0,1.0,6.0,1.0,0.0,1,0,1.0
0,11,0,0,1,m.facebook.com------------------login-secured.liraon.com,0.0,75.0,50.0,1.0,5.0,1.0,0.0,1,0,1.0
1,249,0,1,1,tinyurl.com,0.0,84.0,11.0,1.0,6.0,1.0,1.0,0,1,1.0
1,9,0,0,0,au-pacny.ausecaom.tuxisw.top,0.0,42.0,28.0,2.0,5.0,1.0,0.0,1,1,1.0
